"ammonia production, steam reforming w/ syngas CCS",1,new_activities,GLO,kilogram,,production,"ammonia, anhydrous, liquid",,,,,
"CO2 - MEA capture, w/o energy consumption, flue gas emissions",1.17,new_activities,GLO,kilogram,,technosphere,"CO2 - MEA capture, w/o energy consumption, flue gas emissions",,,,,
average ammonia transport,1,new_activities,GLO,unit,,technosphere,average ammonia transport,,,,,
catalysts for ammonia synthesis from SMR,0.000325,new_activities,GLO,kilogram,,technosphere,catalysts for ammonia from SMR,,,,,
"market for chemical factory, organics",4.00E-10,cutoff38,GLO,unit,,technosphere,"chemical factory, organics",,,,,
"market for natural gas, high pressure",0.747,cutoff38,US,cubic meter,,technosphere,"natural gas, high pressure",,,,,
market for tap water,0.826,cutoff38,RoW,kilogram,,technosphere,tap water,,,,,
"market for wastewater, average",-0.000156,cutoff38,RoW,cubic meter,,technosphere,"wastewater, average",,,,,
"market for water, deionised",0.00921,cutoff38,RoW,kilogram,,technosphere,"water, deionised",,,,,
"market group for electricity, high voltage",0.957,cutoff38,GLO,kilowatt hour,,technosphere,"electricity, high voltage",,,,,
"natural gas burnt in furnace, excluding CO2 generated in flue gas",26.3,new_activities,GLO,megajoule,,technosphere,"natural gas burnt in furnace, excluding CO2 generated in flue gas",,,,,
syngas CO2 transport and injection in a geological reservoir,1.17,new_activities,GLO,kilogram,,technosphere,syngas CO2 transport and injection in a geological reservoir,,,,,
"treatment of inert waste, inert material landfill",-0.000325,cutoff38,RoW,kilogram,,technosphere,"inert waste, for final disposal",,,,,
,,,,,,,,,,,,
Activity,"ammonia production, steam reforming w/ syngas and flue gas CCS",,,,,,,,,,,
comment,"Based on Carlo d'Angelo et al., 2021 Supporting Information. Business-as-usual (H2 from SMR), assuming that the CO2 from syngas and flue gas is compressed and stored underground. Using global markets where available.",,,,,,,,,,,
Water volumes are calculated when needed based on density @ 20C (998.19 kg/m3).,,,,,,,,,,,,
Methane, CO," and CO2 emissions to water are shown in the source documentation but not available in the biosphere3 database. """,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"ammonia, anhydrous, liquid",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,,
Ammonia,0.00201,biosphere3,,kilogram,air,biosphere,,,,,,
"Carbon dioxide, fossil",0.0265,biosphere3,,kilogram,air,biosphere,,,,,,
"Carbon monoxide, fossil",7.76E-16,biosphere3,,kilogram,air,biosphere,,,,,,
Hydrogen,0.000736,biosphere3,,kilogram,air,biosphere,,,,,,
"Methane, fossil",0.000861,biosphere3,,kilogram,air,biosphere,,,,,,
Monoethanolamine,0.000000115,biosphere3,,kilogram,water,biosphere,,,,,,
Nitrogen,0.0000151,biosphere3,,kilogram,water,biosphere,,,,,,
Nitrogen oxides,0.001,biosphere3,,kilogram,air,biosphere,,,,,,
Water,0.153,biosphere3,,cubic meter,air,biosphere,,,,,,
Water,0.419,biosphere3,,cubic meter,water,biosphere,,,,,,
"Water, cooling, unspecified natural origin",0.572,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,,
"ammonia production, steam reforming w/ syngas and flue gas CCS",1,new_activities,GLO,kilogram,,production,"ammonia, anhydrous, liquid",,,,,
"CO2 - MEA capture, w/o energy consumption, flue gas emissions",1.41,new_activities,GLO,kilogram,,technosphere,"CO2 - MEA capture, w/o energy consumption, flue gas emissions",,,,,
average ammonia transport,1,new_activities,GLO,unit,,technosphere,average ammonia transport,,,,,
catalysts for ammonia synthesis from SMR,0.000325,new_activities,GLO,kilogram,,technosphere,catalysts for ammonia from SMR,,,,,
"heat w/ CCS, from natural gas combined cycle power plant",0.953,new_activities,GLO,megajoule,,technosphere,heat w/ CCS,,,,,
"market for chemical factory, organics",4.00E-10,cutoff38,GLO,unit,,technosphere,"chemical factory, organics",,,,,
"market for natural gas, high pressure",0.747,cutoff38,US,cubic meter,,technosphere,"natural gas, high pressure",,,,,
market for tap water,0.826,cutoff38,RoW,kilogram,,technosphere,tap water,,,,,
"market for wastewater, average",-0.000156,cutoff38,RoW,cubic meter,,technosphere,"wastewater, average",,,,,
"market for water, deionised",0.00921,cutoff38,RoW,kilogram,,technosphere,"water, deionised",,,,,
"market group for electricity, high voltage",0.97,cutoff38,GLO,kilowatt hour,,technosphere,"electricity, high voltage",,,,,
"natural gas burnt in furnace, excluding CO2 generated in flue gas",26.3,new_activities,GLO,megajoule,,technosphere,"natural gas burnt in furnace, excluding CO2 generated in flue gas",,,,,
syngas and flue gas CO2 transport and injection in a geological reservoir,1.41,new_activities,GLO,kilogram,,technosphere,syngas and flue gas CO2 transport and injection in a geological reservoir,,,,,
"treatment of inert waste, inert material landfill",-0.000325,cutoff38,RoW,kilogram,,technosphere,"inert waste, for final disposal",,,,,
,,,,,,,,,,,,
Activity,average ammonia transport,,,,,,,,,,,
comment,"Average transport distances based on the old ecoinvent ""market for ammonia"" activities. These are added to the new individual ammonia production processes, since the custom_scenario tool cannot easily add them to the new markets. Europe did not originally have transport by sea, so this can lead to over-estimation for some regions. ",,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,average ammonia transport,,,,,,,,,,,
type,process,,,,,,,,,,,
unit,unit,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
average ammonia transport,1,new_activities,GLO,unit,production,average ammonia transport,,,,,,
"market for transport, freight train",0.25,cutoff38,RoW,ton kilometer,technosphere,"transport, freight train",,,,,,
"market for transport, freight, inland waterways, barge",0.044,cutoff38,RoW,ton kilometer,technosphere,"transport, freight, inland waterways, barge",,,,,,
"market for transport, freight, lorry, unspecified",0.151,cutoff38,RoW,ton kilometer,technosphere,"transport, freight, lorry, unspecified",,,,,,
"market for transport, freight, sea, container ship",0.841,cutoff38,GLO,ton kilometer,technosphere,"transport, freight, sea, container ship",,,,,,
,,,,,,,,,,,,
Activity,"carbon black co-production, multifunctional methane pyrolysis",,,,,,,,,,,
comment,"Von Wald et al., 2020",,,,,,,,,,,
hydrogen: $1.11/kg * 1 kg = $1.11,,,,,,,,,,,,
carbon black: $0.15/kg * 3 kg = $0.45,,,,,,,,,,,,
1.11+0.45 = $1.56,,,,,,,,,,,,
Allocation factor hydrogen: 1.11/1.56 = 0.71,,,,,,,,,,,,
"Allocation factor carbon: 0.45/1.56 = 0.29""",,,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"carbon black, multifunctional methane pyrolysis",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
"carbon black co-production, multifunctional methane pyrolysis",3,new_activities,GLO,kilogram,production,"carbon black, multifunctional methane pyrolysis",,,,,,
multifunctional methane pyrolysis,0.29,new_activities,GLO,unit,technosphere,multifunctional methane pyrolysis,,,,,,
,,,,,,,,,,,,
Activity,catalysts for ammonia synthesis from SMR,,,,,,,,,,,
code,49ce4bcd7c364f5399ad59e5f4a270da,,,,,,,,,,,
comment,"From Carlo D'Angelo et al., 2021 SI, Table S4",,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,catalysts for ammonia from SMR,,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
catalysts for ammonia synthesis from SMR,1,new_activities,GLO,kilogram,production,catalysts for ammonia from SMR,,,,,,
"market for chromium oxide, flakes",0.0211,cutoff38,GLO,kilogram,technosphere,"chromium oxide, flakes",,,,,,
market for cobalt,0.00144,cutoff38,GLO,kilogram,technosphere,cobalt,,,,,,
market for copper oxide,0.117,cutoff38,GLO,kilogram,technosphere,copper oxide,,,,,,
market for lime,0.0051,cutoff38,RER,kilogram,technosphere,lime,,,,,,
market for magnesium oxide,0.00043,cutoff38,GLO,kilogram,technosphere,magnesium oxide,,,,,,
market for magnetite,0.313,cutoff38,GLO,kilogram,technosphere,magnetite,,,,,,
market for molybdenum trioxide,0.00144,cutoff38,GLO,kilogram,technosphere,molybdenum trioxide,,,,,,
"market for nickel, class 1",0.0381,cutoff38,GLO,kilogram,technosphere,"nickel, class 1",,,,,,
"market for zeolite, powder",0.248,cutoff38,GLO,kilogram,technosphere,"zeolite, powder",,,,,,
market for zinc oxide,0.253,cutoff38,GLO,kilogram,technosphere,zinc oxide,,,,,,
"market group for electricity, high voltage",1.45,cutoff38,GLO,kilowatt hour,technosphere,"electricity, high voltage",,,,,,
,,,,,,,,,,,,
Activity,"electricity co-production, multifunctional coal gasification",,,,,,,,,,,
comment,"Von Wald et al., 2020",,,,,,,,,,,
hydrogen: $1.11/kg * 1 kg = $1.11,,,,,,,,,,,,
electricity: $0.04/kWh * 3.18 kWh = $0.13,,,,,,,,,,,,
1.11+0.13 = $1.24,,,,,,,,,,,,
Allocation factor hydrogen: 1.11/1.24 = 0.90,,,,,,,,,,,,
"Allocation factor electricity: 0.13/1.24 = 0.10""",,,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"electricity, multifunctional coal gasification",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilowatt hour,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
"electricity co-production, multifunctional coal gasification",3.18,new_activities,GLO,kilowatt hour,production,"electricity, multifunctional coal gasification",,,,,,
multifunctional coal gasification,0.1,new_activities,GLO,unit,technosphere,multifunctional coal gasification,,,,,,
,,,,,,,,,,,,
Activity,"heat w/ CCS, from natural gas combined cycle power plant",,,,,,,,,,,
comment,"Carlo d'Angelo et al., 2021",,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,heat w/ CCS,,,,,,,,,,,
type,process,,,,,,,,,,,
unit,megajoule,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,,
"Carbon dioxide, fossil",-0.0673,biosphere3,,kilogram,air,biosphere,,,,,,
"heat w/ CCS, from natural gas combined cycle power plant",1,new_activities,GLO,megajoule,,production,heat w/ CCS,,,,,
"CO2 - MEA capture, w/o energy consumption, flue gas emissions",0.0673,new_activities,GLO,kilogram,,technosphere,"CO2 - MEA capture, w/o energy consumption, flue gas emissions",,,,,
"CO2 transport and injection in a geological reservoir, infrastructure",0.0673,new_activities,GLO,kilogram,,technosphere,"CO2 transport and injection in a geological reservoir, infrastructure",,,,,
"heat production, natural gas, at industrial furnace >100kW",1.27,cutoff38,Europe without Switzerland,megajoule,,technosphere,"heat, district or industrial, natural gas",,,,,
"market group for electricity, high voltage",0.0105,cutoff38,GLO,kilowatt hour,,technosphere,"electricity, high voltage",,,,,
,,,,,,,,,,,,
Activity,"hydrogen production, alkaline electrolysis",,,,,,,,,,,
comment,"Combined cell stack fraction and electrolyser operation from Carlo d'Angelo et al., 2021",,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"hydrogen, alkaline electrolysis",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
"hydrogen production, alkaline electrolysis",1,new_activities,GLO,kilogram,production,"hydrogen, alkaline electrolysis",,,,,,
"hydrogen, alkaline water electrolysis operation, without electricity",1,new_activities,GLO,kilogram,technosphere,"hydrogen, alkaline water electrolysis operation, without electricity",,,,,,
"hydrogen, cell stack construction, alkaline water electrolysis",1,new_activities,GLO,kilogram,technosphere,"hydrogen, cell stack construction, alkaline water electrolysis",,,,,,
"market group for electricity, low voltage",50.06,cutoff38,GLO,kilowatt hour,technosphere,"electricity, low voltage",,,,,,
,,,,,,,,,,,,
Activity,"hydrogen production, coal gasification w/ CCS",,,,,,,,,,,
comment,"Expansion of premise generated inventory: hydrogen production, gaseous, 30 bar, from hard coal gasification and reforming, at coal gasification plant (product Hydrogen, gaseous, 30 bar). Some location changes to fit China/RoW better.",,,,,,,,,,,
New emissions (CH4, N2O) and updated values (coal, water, CO2) based on Al-Qahtani et al.,2021,,,,,,,,
Made waste values (hard coal ash, waste gypsum) negative.,,,,,,,,,,,
Originally in megajoule. LHV: 120 MJ/kg.,,,,,,,,,,,,
"Includes CO2 capture based on premise. """,,,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"hydrogen, coal gasification w/ CCS",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,,
Ammonia,0.0069264,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,,
"Carbon dioxide, fossil",4.13,biosphere3,,kilogram,air,biosphere,,,,,,
Dinitrogen monoxide,0.0000187,biosphere3,,kilogram,air,biosphere,,,,,,
Hydrogen chloride,0.0103752,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,,
"Methane, fossil",0.0322,biosphere3,,kilogram,air,biosphere,,,,,,
"hydrogen production, coal gasification w/ CCS",1,new_activities,GLO,kilogram,,production,"hydrogen, coal gasification w/ CCS",,,,,
"CO2 capture/at H2 production plant, pre, pipeline 200km, storage 1000m (excluding electricity)",17.7,new_activities,RER,kilogram,,technosphere,"CO2 capture/at H2 production plant, pre, pipeline 200km, storage 1000m",,,,,
"market for chemical factory, organics",7.00E-10,cutoff38,GLO,unit,,technosphere,"chemical factory, organics",,,,,
market for hard coal,9.7,cutoff38,CN,kilogram,,technosphere,hard coal,,,,,
"market for lime, packed",0.168,cutoff38,RoW,kilogram,,technosphere,"lime, packed",,,,,
"market for liquid storage tank, chemicals, organics",3.97E-09,cutoff38,GLO,unit,,technosphere,"liquid storage tank, chemicals, organics",,,,,
"market for transport, freight train",1.14,cutoff38,CN,ton kilometer,,technosphere,"transport, freight train",,,,,
"market for water, deionised",38.08,cutoff38,Europe without Switzerland,kilogram,,technosphere,"water, deionised",,,,,
"market group for electricity, high voltage",1.36,cutoff38,GLO,kilowatt hour,,technosphere,"electricity, high voltage",,,,,
"market group for transport, freight, inland waterways, barge",0.42432,cutoff38,GLO,ton kilometer,,technosphere,"transport, freight, inland waterways, barge",,,,,
"treatment of hard coal ash, residual material landfill",-0.50532,cutoff38,RoW,kilogram,,technosphere,hard coal ash,,,,,
"treatment of waste gypsum, inert material landfill",-0.22848,cutoff38,Europe without Switzerland,kilogram,,technosphere,waste gypsum,,,,,
,,,,,,,,,,,,
Activity,"hydrogen production, multifunctional coal gasification",,,,,,,,,,,
comment,"Von Wald et al., 2020",,,,,,,,,,,
hydrogen: $1.11/kg * 1 kg = $1.11,,,,,,,,,,,,
electricity: $0.04/kWh * 3.18 kWh = $0.13,,,,,,,,,,,,
1.11+0.13 = $1.24,,,,,,,,,,,,
Allocation factor hydrogen: 1.11/1.24 = 0.90,,,,,,,,,,,,
"Allocation factor electricity: 0.13/1.24 = 0.10""",,,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"hydrogen, multifunctional coal gasification",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
"hydrogen production, multifunctional coal gasification",1,new_activities,GLO,kilogram,production,"hydrogen, multifunctional coal gasification",,,,,,
multifunctional coal gasification,0.9,new_activities,GLO,unit,technosphere,multifunctional coal gasification,,,,,,
,,,,,,,,,,,,
Activity,"hydrogen production, multifunctional methane pyrolysis",,,,,,,,,,,
comment,"Von Wald et al., 2020",,,,,,,,,,,
hydrogen: $1.11/kg * 1 kg = $1.11,,,,,,,,,,,,
carbon black: $0.15/kg * 3 kg = $0.45,,,,,,,,,,,,
1.11+0.45 = $1.56,,,,,,,,,,,,
Allocation factor hydrogen: 1.11/1.56 = 0.71,,,,,,,,,,,,
"Allocation factor carbon: 0.45/1.56 = 0.29""",,,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"hydrogen, multifunctional methane pyrolysis",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
"hydrogen production, multifunctional methane pyrolysis",1,new_activities,GLO,kilogram,production,"hydrogen, multifunctional methane pyrolysis",,,,,,
multifunctional methane pyrolysis,0.71,new_activities,GLO,unit,technosphere,multifunctional methane pyrolysis,,,,,,
,,,,,,,,,,,,
Activity,"hydrogen, alkaline water electrolysis operation, without electricity",,,,,,,,,,,
comment,Carlo d'Angelo et al. 2021 SI,,,,,,,,,,,
"Water volumes are calculated when needed based on density @ 20C (998.19 kg/m3).""",,,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"hydrogen, alkaline water electrolysis operation, without electricity",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
"hydrogen, alkaline water electrolysis operation, without electricity",1,new_activities,GLO,kilogram,production,"hydrogen, alkaline water electrolysis operation, without electricity",,,,,,
"market for heat, district or industrial, natural gas",0.0164,cutoff38,Europe without Switzerland,megajoule,technosphere,"heat, district or industrial, natural gas",,,,,,
"market for heat, from steam, in chemical industry",0.302,cutoff38,RoW,megajoule,technosphere,"heat, from steam, in chemical industry",,,,,,
market for potassium hydroxide,0.0019,cutoff38,GLO,kilogram,technosphere,potassium hydroxide,,,,,,
"market for water, deionised",10,cutoff38,Europe without Switzerland,kilogram,technosphere,"water, deionised",,,,,,
,,,,,,,,,,,,
Activity,"hydrogen, cell stack construction, alkaline water electrolysis",,,,,,,,,,,
comment,Carlo d'Angelo et al. 2021 SI,,,,,,,,,,,
"2018 data""",,,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"hydrogen, cell stack construction, alkaline water electrolysis",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
"hydrogen, cell stack construction, alkaline water electrolysis",1,new_activities,GLO,kilogram,production,"hydrogen, cell stack construction, alkaline water electrolysis",,,,,,
market for N-methyl-2-pyrrolidone,0.000131,cutoff38,GLO,kilogram,technosphere,N-methyl-2-pyrrolidone,,,,,,
"market for aluminium, primary, ingot",0.0000452,cutoff38,RoW,kilogram,technosphere,"aluminium, primary, ingot",,,,,,
"market for calendering, rigid sheets",0.0000783,cutoff38,GLO,kilogram,technosphere,"calendering, rigid sheets",,,,,,
market for carbon monoxide,0.0000151,cutoff38,RER,kilogram,technosphere,carbon monoxide,,,,,,
"market for copper, anode",0.0001,cutoff38,GLO,kilogram,technosphere,"copper, anode",,,,,,
"market for heat, from steam, in chemical industry",0.0000703,cutoff38,RER,megajoule,technosphere,"heat, from steam, in chemical industry",,,,,,
"market for industrial machine, heavy, unspecified",1.61E-08,cutoff38,RER,kilogram,technosphere,"industrial machine, heavy, unspecified",,,,,,
"market for nickel, class 1",0.00191,cutoff38,GLO,kilogram,technosphere,"nickel, class 1",,,,,,
market for plaster mixing,0.0000783,cutoff38,GLO,kilogram,technosphere,plaster mixing,,,,,,
market for polyphenylene sulfide,0.0000341,cutoff38,GLO,kilogram,technosphere,polyphenylene sulfide,,,,,,
market for polysulfone,0.0000261,cutoff38,GLO,kilogram,technosphere,polysulfone,,,,,,
"market for steel, unalloyed",0.01,cutoff38,GLO,kilogram,technosphere,"steel, unalloyed",,,,,,
"market for water, decarbonised",0.0011,cutoff38,CA,kilogram,technosphere,"water, decarbonised",,,,,,
"market for water, deionised",0.00863,cutoff38,CH,kilogram,technosphere,"water, deionised",,,,,,
market for zirconium oxide,0.00011,cutoff38,GLO,kilogram,technosphere,zirconium oxide,,,,,,
"market group for electricity, high voltage",0.001,cutoff38,GLO,kilowatt hour,technosphere,"electricity, high voltage",,,,,,
"market group for heat, district or industrial, natural gas",0.00884,cutoff38,GLO,megajoule,technosphere,"heat, district or industrial, natural gas",,,,,,
"materials for gasket construction, cell stack",0.000103,new_activities,GLO,kilogram,technosphere,"materials for gasket construction, cell stack",,,,,,
,,,,,,,,,,,,
Activity,"market for hydrogen production, electrolysis",,,,,,,,,,,
comment,"IEA Global Hydrogen Review 2021: Alkaline electrolysers dominate with 61% of installed capacity in 2020, while PEMs have a 31% share. The remaining capacity is of unspecified electrolyser technology and SOECs (installed capacity of 0.8 MW).",,,,,,,,,,,
Since SOECs are still in the research and development phase (Ausfelder et al., 2022), this market will include only the two commercialised technologies -> assuming a dominance of alkaline with 61+8=69% and 31% PEM.,,,,,,,,,,
"This division of electrolysis technologies is static but can be improved if better forecasts exist for the electrolyser technology mix to 2050. """,,,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"hydrogen, electrolysis",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
"market for hydrogen production, electrolysis",1,new_activities,GLO,kilogram,production,"hydrogen, electrolysis",,,,,,
"hydrogen production, alkaline electrolysis",0.69,new_activities,GLO,kilogram,technosphere,"hydrogen, alkaline electrolysis",,,,,,
"hydrogen production, gaseous, 25 bar, from electrolysis, for ammonia production",0.31,premise1,RER,kilogram,technosphere,"Hydrogen, gaseous, 25 bar",,,,,,
,,,,,,,,,,,,
Activity,"materials for gasket construction, cell stack",,,,,,,,,,,
comment,"Carlo d'Angelo et al., 2021",,,,,,,,,,,
"Table S8""",,,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"materials for gasket construction, cell stack",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,,,,,,
"materials for gasket construction, cell stack",1,new_activities,GLO,kilogram,production,"materials for gasket construction, cell stack",,,,,,
"acetic anhydride production, ketene route",0.0528,cutoff38,RoW,kilogram,technosphere,acetic anhydride,,,,,,
aniline production,0.0479,cutoff38,RER,kilogram,technosphere,aniline,,,,,,
market for acrylonitrile-butadiene-styrene copolymer,0.156,cutoff38,GLO,kilogram,technosphere,acrylonitrile-butadiene-styrene copolymer,,,,,,
market for graphite,0.421,cutoff38,GLO,kilogram,technosphere,graphite,,,,,,
"market for hydrochloric acid, without water, in 30% solution state",0.127,cutoff38,RoW,kilogram,technosphere,"hydrochloric acid, without water, in 30% solution state",,,,,,
market for lubricating oil,0.000469,cutoff38,RoW,kilogram,technosphere,lubricating oil,,,,,,
"market for nitric acid, without water, in 50% solution state",0.0323,cutoff38,RNA,kilogram,technosphere,"nitric acid, without water, in 50% solution state",,,,,,
market for purified terephthalic acid,0.0861,cutoff38,GLO,kilogram,technosphere,purified terephthalic acid,,,,,,
market for tetrafluoroethylene,0.0763,cutoff38,GLO,kilogram,technosphere,tetrafluoroethylene,,,,,,
,,,,,,,,,,,,
Activity,multifunctional coal gasification,,,,,,,,,,,
comment,"Expansion of premise generated inventory: hydrogen production, gaseous, 30 bar, from hard coal gasification and reforming, at coal gasification plant (product Hydrogen, gaseous, 30 bar). Some location changes to fit China/RoW better.",,,,,,,,,,,
New emissions (CH4, N2O) and updated values (coal, water, CO2) based on Al-Qahtani et al.,2021,,,,,,,,
Made waste values (hard coal ash, waste gypsum) negative.,,,,,,,,,,,
Originally in megajoule. LHV: 120 MJ/kg.,,,,,,,,,,,,
Multifunctional activity that produces 1 kg hydrogen (H2) and 3.18 kWh electricity (Al-Qahtani et al., 2021).,,,,,,,,,,,
Economic allocation based on $1.11/kg H2 and $0.04/kWh electricity (Von Wald et al.," 2020)""",,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,multifunctional coal gasification,,,,,,,,,,,
type,process,,,,,,,,,,,
unit,unit,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,,
Ammonia,0.0069264,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,,
"Carbon dioxide, fossil",22,biosphere3,,kilogram,air,biosphere,,,,,,
Dinitrogen monoxide,0.00000697,biosphere3,,kilogram,air,biosphere,,,,,,
Hydrogen chloride,0.0103752,biosphere3,,kilogram,air::non-urban air or from high stacks,biosphere,,,,,,
"Methane, fossil",0.0266,biosphere3,,kilogram,air,biosphere,,,,,,
multifunctional coal gasification,1,new_activities,GLO,unit,,production,multifunctional coal gasification,,,,,
"market for chemical factory, organics",7.00E-10,cutoff38,GLO,unit,,technosphere,"chemical factory, organics",,,,,
market for hard coal,8.51,cutoff38,CN,kilogram,,technosphere,hard coal,,,,,
"market for lime, packed",0.168,cutoff38,RoW,kilogram,,technosphere,"lime, packed",,,,,
"market for liquid storage tank, chemicals, organics",3.97E-09,cutoff38,GLO,unit,,technosphere,"liquid storage tank, chemicals, organics",,,,,
"market for transport, freight train",1.14,cutoff38,CN,ton kilometer,,technosphere,"transport, freight train",,,,,
"market for water, deionised",11.28,cutoff38,Europe without Switzerland,kilogram,,technosphere,"water, deionised",,,,,
"market group for transport, freight, inland waterways, barge",0.42432,cutoff38,GLO,ton kilometer,,technosphere,"transport, freight, inland waterways, barge",,,,,
"treatment of hard coal ash, residual material landfill",-0.50532,cutoff38,RoW,kilogram,,technosphere,hard coal ash,,,,,
"treatment of waste gypsum, inert material landfill",-0.22848,cutoff38,Europe without Switzerland,kilogram,,technosphere,waste gypsum,,,,,
,,,,,,,,,,,,
Activity,multifunctional methane pyrolysis,,,,,,,,,,,
comment,Hydrogen production by methane pyrolysis. Al-Qahtani et al. 2021,,,,,,,,,,,
electricity from Machhammer et al.,2016,,,,,,,,,,,
Multifunctional activity that produces 1 kg hydrogen (H2) and 3 kg carbon black (C).,,,,,,,,,,,,
Economic allocation based on $1.11/kg H2 and $0.15/kg C (Von Wald et al.," 2020)""",,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,multifunctional methane pyrolysis,,,,,,,,,,,
type,process,,,,,,,,,,,
unit,unit,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,,
"Carbon dioxide, fossil",2.5,biosphere3,,kilogram,air,biosphere,,,,,,
multifunctional methane pyrolysis,1,new_activities,GLO,unit,,production,multifunctional methane pyrolysis,,,,,
"market for natural gas, high pressure",6.32,cutoff38,US,cubic meter,,technosphere,"natural gas, high pressure",,,,,
market for tap water,8.08,cutoff38,RoW,kilogram,,technosphere,tap water,,,,,
"market group for electricity, high voltage",7.23,cutoff38,GLO,kilowatt hour,,technosphere,"electricity, high voltage",,,,,
,,,,,,,,,,,,
Activity,"natural gas burnt in furnace, excluding CO2 generated in flue gas",,,,,,,,,,,
comment,"Carlo d'Angelo et al., 2021",,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"natural gas burnt in furnace, excluding CO2 generated in flue gas",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,megajoule,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,,
Arsenic,1.20E-10,biosphere3,,kilogram,air,biosphere,,,,,,
Benzo(a)pyrene,5.60E-13,biosphere3,,kilogram,air,biosphere,,,,,,
Benzo(b)fluoranthene,8.40E-13,biosphere3,,kilogram,air,biosphere,,,,,,
Benzo(k)fluoranthene,8.40E-13,biosphere3,,kilogram,air,biosphere,,,,,,
Cadmium,2.50E-13,biosphere3,,kilogram,air,biosphere,,,,,,
"Carbon monoxide, fossil",0.0000393,biosphere3,,kilogram,air,biosphere,,,,,,
Chromium,7.60E-13,biosphere3,,kilogram,air,biosphere,,,,,,
Copper,7.60E-14,biosphere3,,kilogram,air,biosphere,,,,,,
"Indeno(1,2,3-cd)pyrene",8.40E-13,biosphere3,,kilogram,air,biosphere,,,,,,
